Tag;Datum;Zeit;Home;Away;Resultat;Drittel;OT/SO;Status;Versch.;Stadion;Zus.;TV/Online;Id;Liga;Region;Phase
Di;09.09.2025;19:45;HC Ambri-Piotta;EHC Kloten; 2:1; 0:0|1:1|1:0;;Ende;False;Gottardo Arena, 6775 Ambri TI;6149;MYSPORTS;20261105000001;NL;CH;Regular Season
Di;09.09.2025;19:45;HC Davos;Lausanne HC; 4:1; 0:0|1:0|3:1;;Ende;False;zondacrypto-Arena, 7270 Davos-Platz GR;3696;MYSPORTS;20261105000002;NL;CH;Regular Season
Di;09.09.2025;19:45;Fribourg-Gottéron;HC Lugano; 3:2; 1:0|0:1|1:1|1:0;OT;Ende;False;BCF Arena, 1700 Fribourg FR;9280;MYSPORTS,TELETICINO;20261105000003;NL;CH;Regular Season
Di;09.09.2025;19:45;Genève-Servette HC;HC Ajoie; 5:3; 0:1|2:0|3:2;;Ende;False;Les Vernets, 1227 Les Acacias GE;6003;MYSPORTS;20261105000004;NL;CH;Regular Season
Di;09.09.2025;19:45;SC Rapperswil-Jona Lakers;SCL Tigers; 5:1; 2:0|2:0|1:1;;Ende;False;St.Galler Kantonalbank Arena, 8640 Rapperswil SG;4293;MYSPORTS;20261105000005;NL;CH;Regular Season
Di;09.09.2025;19:45;ZSC Lions;EHC Biel-Bienne; 4:3; 0:1|1:0|3:2;;Ende;False;Swiss Life Arena, 8048 Zürich ZH;10152;MYSPORTS,LEMANBLEU,LATELE,TELEB;20261105000006;NL;CH;Regular Season
Di;09.09.2025;19:45;EV Zug;SC Bern; 3:0; 2:0|0:0|1:0;;Ende;False;OYM hall, 6303 Zug;7073;MYSPORTS;20261105000007;NL;CH;Regular Season
Do;11.09.2025;20:00;EHC Biel-Bienne;HC Davos; 1:4; 1:1|0:2|0:1;;Ende;False;Tissot Arena, 2504 Biel/Bienne BE;5705;MYSPORTS,TV24,3PLUS;20261105000010;NL;CH;Regular Season
Fr;12.09.2025;19:45;HC Ajoie;ZSC Lions; 0:4; 0:1|0:3|0:0;;Ende;False;Raiffeisen Arena, 2900 Porrentruy JU;3963;MYSPORTS;20261105000008;NL;CH;Regular Season
Fr;12.09.2025;19:45;SC Bern;Genève-Servette HC; 2:1; 1:0|0:1|0:0|1:0;SO;Ende;False;PostFinance Arena, 3014 Bern BE;14523;MYSPORTS;20261105000009;NL;CH;Regular Season
Fr;12.09.2025;19:45;EHC Kloten;SC Rapperswil-Jona Lakers; 5:3; 0:2|0:1|5:0;;Ende;False;SWISS Arena, 8302 Kloten ZH;5090;MYSPORTS;20261105000011;NL;CH;Regular Season
Fr;12.09.2025;19:45;HC Lugano;EV Zug; 1:2; 0:0|1:2|0:0;;Ende;False;Cornèr Arena, 6948 Porza Ti;5160;MYSPORTS,TV24,3PLUS;20261105000012;NL;CH;Regular Season
Fr;12.09.2025;19:45;Lausanne HC;Fribourg-Gottéron; 5:1; 2:0|2:1|1:0;;Ende;False;Vaudoise Aréna, 1008 Lausanne VD;9600;MYSPORTS,LEMANBLEU,LATELE,TELEB;20261105000013;NL;CH;Regular Season
Fr;12.09.2025;19:45;SCL Tigers;HC Ambri-Piotta; 3:2; 2:1|0:1|1:0;;Ende;False;emmental versicherung arena , 3550 Langnau i. E. BE;5685;MYSPORTS;20261105000014;NL;CH;Regular Season
Sa;13.09.2025;19:45;HC Ambri-Piotta;Lausanne HC; 0:3; 0:1|0:1|0:1;;Ende;False;Gottardo Arena, 6775 Ambri TI;6333;MYSPORTS;20261105000015;NL;CH;Regular Season
Sa;13.09.2025;19:45;Fribourg-Gottéron;EHC Biel-Bienne; 4:0; 1:0|0:0|3:0;;Ende;False;BCF Arena, 1700 Fribourg FR;9280;MYSPORTS;20261105000017;NL;CH;Regular Season
Sa;13.09.2025;19:45;Genève-Servette HC;EHC Kloten; 4:2; 1:0|2:1|1:1;;Ende;False;Les Vernets, 1227 Les Acacias GE;5817;MYSPORTS;20261105000018;NL;CH;Regular Season
Sa;13.09.2025;19:45;SC Rapperswil-Jona Lakers;SC Bern; 2:1; 2:1|0:0|0:0;;Ende;False;St.Galler Kantonalbank Arena, 8640 Rapperswil SG;4678;MYSPORTS;20261105000019;NL;CH;Regular Season
Sa;13.09.2025;19:45;ZSC Lions;HC Lugano; 5:1; 1:1|1:0|3:0;;Ende;False;Swiss Life Arena, 8048 Zürich ZH;10644;MYSPORTS;20261105000020;NL;CH;Regular Season
Sa;13.09.2025;19:45;EV Zug;SCL Tigers; 3:4; 0:0|3:1|0:2|0:1;OT;Ende;False;OYM hall, 6303 Zug;7157;MYSPORTS;20261105000021;NL;CH;Regular Season
So;14.09.2025;15:45;HC Davos;HC Ajoie; 6:0; 1:0|2:0|3:0;;Ende;False;zondacrypto-Arena, 7270 Davos-Platz GR;4859;MYSPORTS;20261105000016;NL;CH;Regular Season
Di;16.09.2025;19:45;HC Ajoie;SC Rapperswil-Jona Lakers; 2:4; 1:1|0:2|1:1;;Ende;False;Raiffeisen Arena, 2900 Porrentruy JU;3437;MYSPORTS;20261105000022;NL;CH;Regular Season
Di;16.09.2025;19:45;SC Bern;HC Ambri-Piotta; 3:1; 0:1|2:0|1:0;;Ende;False;PostFinance Arena, 3014 Bern BE;14301;MYSPORTS,TELETICINO;20261105000023;NL;CH;Regular Season
Di;16.09.2025;19:45;EHC Biel-Bienne;HC Lugano; 3:2; 0:0|0:1|2:1|1:0;OT;Ende;False;Tissot Arena, 2504 Biel/Bienne BE;5321;MYSPORTS;20261105000024;NL;CH;Regular Season
Di;16.09.2025;19:45;HC Davos;EHC Kloten; 4:2; 2:0|1:1|1:1;;Ende;False;zondacrypto-Arena, 7270 Davos-Platz GR;3492;MYSPORTS;20261105000025;NL;CH;Regular Season
Di;16.09.2025;19:45;Lausanne HC;Genève-Servette HC; 11:0; 2:0|6:0|3:0;;Ende;False;Vaudoise Aréna, 1008 Lausanne VD;9525;MYSPORTS,LEMANBLEU,LATELE,TELEB;20261105000026;NL;CH;Regular Season
Di;16.09.2025;19:45;SCL Tigers;ZSC Lions; 2:1; 1:0|0:0|1:1;;Ende;False;emmental versicherung arena , 3550 Langnau i. E. BE;5100;MYSPORTS;20261105000027;NL;CH;Regular Season
Di;16.09.2025;19:45;EV Zug;Fribourg-Gottéron; 4:5; 1:1|1:3|2:0|0:1;SO;Ende;False;OYM hall, 6303 Zug;6879;MYSPORTS;20261105000028;NL;CH;Regular Season
Do;18.09.2025;19:45;Genève-Servette HC;Fribourg-Gottéron; 3:2; 0:1|1:0|2:1;;Ende;False;Les Vernets, 1227 Les Acacias GE;5217;MYSPORTS;20261105000031;NL;CH;Regular Season
Fr;19.09.2025;19:45;HC Ambri-Piotta;ZSC Lions; 2:5; 1:3|1:1|0:1;;Ende;False;Gottardo Arena, 6775 Ambri TI;6309;MYSPORTS;20261105000029;NL;CH;Regular Season
Fr;19.09.2025;19:45;EHC Kloten;EV Zug; 2:5; 0:2|1:0|1:3;;Ende;False;SWISS Arena, 8302 Kloten ZH;4482;MYSPORTS;20261105000032;NL;CH;Regular Season
Fr;19.09.2025;19:45;HC Lugano;HC Ajoie; 2:0; 0:0|1:0|1:0;;Ende;False;Cornèr Arena, 6948 Porza Ti;4950;MYSPORTS;20261105000033;NL;CH;Regular Season
Fr;19.09.2025;19:45;SC Rapperswil-Jona Lakers;Lausanne HC; 0:4; 0:0|0:2|0:2;;Ende;False;St.Galler Kantonalbank Arena, 8640 Rapperswil SG;4157;MYSPORTS;20261105000034;NL;CH;Regular Season
Fr;19.09.2025;19:45;SCL Tigers;HC Davos; 3:4; 1:0|1:4|1:0;;Ende;False;emmental versicherung arena , 3550 Langnau i. E. BE;5633;MYSPORTS,TV24,3PLUS;20261105000035;NL;CH;Regular Season
Sa;20.09.2025;19:45;EHC Biel-Bienne;HC Ambri-Piotta; 3:2; 1:0|1:2|0:0|1:0;SO;Ende;False;Tissot Arena, 2504 Biel/Bienne BE;6039;MYSPORTS;20261105000037;NL;CH;Regular Season
Sa;20.09.2025;19:45;HC Davos;HC Lugano; 2:0; 2:0|0:0|0:0;;Ende;False;zondacrypto-Arena, 7270 Davos-Platz GR;4754;MYSPORTS;20261105000038;NL;CH;Regular Season
Sa;20.09.2025;19:45;Fribourg-Gottéron;SCL Tigers; 5:2; 2:0|3:2|0:0;;Ende;False;BCF Arena, 1700 Fribourg FR;9280;MYSPORTS;20261105000039;NL;CH;Regular Season
Sa;20.09.2025;19:45;Lausanne HC;EHC Kloten; 3:5; 2:3|0:2|1:0;;Ende;False;Vaudoise Aréna, 1008 Lausanne VD;8933;MYSPORTS;20261105000040;NL;CH;Regular Season
Sa;20.09.2025;19:45;ZSC Lions;Genève-Servette HC; 2:4; 1:1|0:0|1:3;;Ende;False;Swiss Life Arena, 8048 Zürich ZH;10177;MYSPORTS;20261105000041;NL;CH;Regular Season
Sa;20.09.2025;19:45;EV Zug;SC Rapperswil-Jona Lakers; 0:6; 0:2|0:4|0:0;;Ende;False;OYM hall, 6303 Zug;6992;MYSPORTS;20261105000042;NL;CH;Regular Season
Sa;20.09.2025;19:50;HC Ajoie;SC Bern; 4:0; 1:0|3:0|0:0;;Ende;False;Raiffeisen Arena, 2900 Porrentruy JU;4204;MYSPORTS;20261105000036;NL;CH;Regular Season
Di;23.09.2025;19:45;Fribourg-Gottéron;ZSC Lions; 3:2; 0:1|2:1|0:0|1:0;SO;Ende;False;BCF Arena, 1700 Fribourg FR;9280;MYSPORTS;20261105000043;NL;CH;Regular Season
Di;23.09.2025;19:45;Genève-Servette HC;HC Ambri-Piotta; 5:4; 1:2|3:2|1:0;;Ende;False;Les Vernets, 1227 Les Acacias GE;5063;MYSPORTS;20261105000044;NL;CH;Regular Season
Di;23.09.2025;19:45;EHC Kloten;HC Ajoie; 2:1; 0:0|1:0|0:1|1:0;OT;Ende;False;SWISS Arena, 8302 Kloten ZH;3725;MYSPORTS;20261105000045;NL;CH;Regular Season
Di;23.09.2025;19:45;HC Lugano;SC Bern; 0:3; 0:1|0:0|0:2;;Ende;False;Cornèr Arena, 6948 Porza Ti;4545;MYSPORTS;20261105000046;NL;CH;Regular Season
Di;23.09.2025;19:45;Lausanne HC;SCL Tigers; 4:1; 2:0|2:0|0:1;;Ende;False;Vaudoise Aréna, 1008 Lausanne VD;7718;MYSPORTS;20261105000047;NL;CH;Regular Season
Di;23.09.2025;19:45;SC Rapperswil-Jona Lakers;EHC Biel-Bienne; 5:2; 2:0|0:1|3:1;;Ende;False;St.Galler Kantonalbank Arena, 8640 Rapperswil SG;3854;MYSPORTS;20261105000048;NL;CH;Regular Season
Di;23.09.2025;19:45;EV Zug;HC Davos; 3:4; 1:2|1:0|1:1|0:1;SO;Ende;False;OYM hall, 6303 Zug;7450;MYSPORTS;20261105000049;NL;CH;Regular Season
Fr;26.09.2025;19:45;HC Ajoie;Fribourg-Gottéron; 2:5; 0:2|1:1|1:2;;Ende;False;Raiffeisen Arena, 2900 Porrentruy JU;4575;MYSPORTS;20261105000050;NL;CH;Regular Season
Fr;26.09.2025;19:45;HC Ambri-Piotta;EV Zug; 0:4; 0:0|0:1|0:3;;Ende;False;Gottardo Arena, 6775 Ambri TI;6328;MYSPORTS;20261105000051;NL;CH;Regular Season
Fr;26.09.2025;19:45;SC Bern;EHC Kloten; 0:1; 0:1|0:0|0:0;;Ende;False;PostFinance Arena, 3014 Bern BE;15421;MYSPORTS;20261105000052;NL;CH;Regular Season
Fr;26.09.2025;19:45;Genève-Servette HC;SC Rapperswil-Jona Lakers; 3:4; 1:2|2:1|0:1;;Ende;False;Les Vernets, 1227 Les Acacias GE;5387;MYSPORTS;20261105000053;NL;CH;Regular Season
Fr;26.09.2025;19:45;HC Lugano;Lausanne HC; 4:5; 1:1|2:2|1:2;;Ende;False;Cornèr Arena, 6948 Porza Ti;4702;MYSPORTS;20261105000054;NL;CH;Regular Season
Fr;26.09.2025;19:45;SCL Tigers;EHC Biel-Bienne; 3:4; 0:1|2:1|1:1|0:1;SO;Ende;False;emmental versicherung arena , 3550 Langnau i. E. BE;5605;MYSPORTS,TV24,3PLUS;20261105000055;NL;CH;Regular Season
Fr;26.09.2025;19:45;ZSC Lions;HC Davos; 2:5; 1:3|1:0|0:2;;Ende;False;Swiss Life Arena, 8048 Zürich ZH;12000;MYSPORTS;20261105000056;NL;CH;Regular Season
Sa;27.09.2025;19:45;EHC Biel-Bienne;HC Ajoie; 5:4; 1:0|1:1|2:3|1:0;SO;Ende;False;Tissot Arena, 2504 Biel/Bienne BE;6151;MYSPORTS;20261105000057;NL;CH;Regular Season
Sa;27.09.2025;19:45;HC Davos;Genève-Servette HC; 3:2; 1:2|0:0|1:0|1:0;SO;Ende;False;zondacrypto-Arena, 7270 Davos-Platz GR;4914;MYSPORTS;20261105000058;NL;CH;Regular Season
Sa;27.09.2025;19:45;Fribourg-Gottéron;HC Ambri-Piotta; 3:1; 1:1|1:0|1:0;;Ende;False;BCF Arena, 1700 Fribourg FR;9280;MYSPORTS;20261105000059;NL;CH;Regular Season
Sa;27.09.2025;19:45;EHC Kloten;SCL Tigers; 2:3; 0:1|1:1|1:0|0:1;SO;Ende;False;SWISS Arena, 8302 Kloten ZH;4209;MYSPORTS;20261105000060;NL;CH;Regular Season
Sa;27.09.2025;19:45;SC Rapperswil-Jona Lakers;HC Lugano; 1:4; 0:0|1:2|0:2;;Ende;False;St.Galler Kantonalbank Arena, 8640 Rapperswil SG;4938;MYSPORTS;20261105000062;NL;CH;Regular Season
Sa;27.09.2025;19:45;EV Zug;ZSC Lions; 2:1; 0:1|0:0|1:0|1:0;OT;Ende;False;OYM hall, 6303 Zug;7450;MYSPORTS,TV24,3PLUS;20261105000063;NL;CH;Regular Season
So;28.09.2025;14:00;Lausanne HC;SC Bern; 6:3; 3:1|1:1|2:1;;Ende;False;Vaudoise Aréna, 1008 Lausanne VD;9600;MYSPORTS;20261105000061;NL;CH;Regular Season
Di;30.09.2025;19:45;HC Ajoie;Lausanne HC; 1:2; 1:2|0:0|0:0;;Ende;False;Raiffeisen Arena, 2900 Porrentruy JU;3761;MYSPORTS;20261105000064;NL;CH;Regular Season
Di;30.09.2025;19:45;SC Bern;Fribourg-Gottéron; 1:5; 0:0|1:3|0:2;;Ende;False;PostFinance Arena, 3014 Bern BE;15093;MYSPORTS,LEMANBLEU,LATELE,TELEB;20261105000065;NL;CH;Regular Season
Di;30.09.2025;19:45;EHC Biel-Bienne;EV Zug; 2:0; 0:0|1:0|1:0;;Ende;False;Tissot Arena, 2504 Biel/Bienne BE;5481;MYSPORTS;20261105000066;NL;CH;Regular Season
Di;30.09.2025;19:45;HC Lugano;HC Ambri-Piotta; 1:2; 0:1|1:0|0:1;;Ende;False;Cornèr Arena, 6948 Porza Ti;6733;MYSPORTS,TELETICINO;20261105000067;NL;CH;Regular Season
Di;30.09.2025;19:45;SC Rapperswil-Jona Lakers;HC Davos; 4:3; 2:1|1:0|0:2|1:0;SO;Ende;False;St.Galler Kantonalbank Arena, 8640 Rapperswil SG;5727;MYSPORTS;20261105000068;NL;CH;Regular Season
Di;30.09.2025;19:45;SCL Tigers;Genève-Servette HC; 3:4; 0:1|1:1|2:2;;Ende;False;emmental versicherung arena , 3550 Langnau i. E. BE;5022;MYSPORTS;20261105000069;NL;CH;Regular Season
Di;30.09.2025;19:45;ZSC Lions;EHC Kloten; 2:0; 2:0|0:0|0:0;;Ende;False;Swiss Life Arena, 8048 Zürich ZH;11343;MYSPORTS;20261105000070;NL;CH;Regular Season
Mi;01.10.2025;19:45;Lausanne HC;EHC Kloten; 2:1; 2:0|0:1|0:0;;Ende;False;Vaudoise Aréna, 1008 Lausanne VD;7918;MYSPORTS;20261105000201;NL;CH;Regular Season
Fr;03.10.2025;19:45;Fribourg-Gottéron;SC Rapperswil-Jona Lakers; 2:3; 1:2|1:1|0:0;;Ende;False;BCF Arena, 1700 Fribourg FR;9280;MYSPORTS;20261105000072;NL;CH;Regular Season
Fr;03.10.2025;19:45;Genève-Servette HC;HC Lugano; 1:5; 1:1|0:2|0:2;;Ende;False;Les Vernets, 1227 Les Acacias GE;5584;MYSPORTS;20261105000073;NL;CH;Regular Season
Fr;03.10.2025;19:45;EHC Kloten;EHC Biel-Bienne; 2:1; 0:1|1:0|1:0;;Ende;False;SWISS Arena, 8302 Kloten ZH;4053;MYSPORTS;20261105000074;NL;CH;Regular Season
Fr;03.10.2025;19:45;SCL Tigers;HC Ajoie; 1:0; 1:0|0:0|0:0;;Ende;False;emmental versicherung arena , 3550 Langnau i. E. BE;5411;MYSPORTS;20261105000075;NL;CH;Regular Season
Fr;03.10.2025;19:45;ZSC Lions;SC Bern; 7:3; 2:2|2:0|3:1;;Ende;False;Swiss Life Arena, 8048 Zürich ZH;10906;MYSPORTS,TV24,3PLUS;20261105000076;NL;CH;Regular Season
Fr;03.10.2025;19:45;EV Zug;Lausanne HC; 4:2; 2:1|1:0|1:1;;Ende;False;OYM hall, 6303 Zug;7140;MYSPORTS;20261105000077;NL;CH;Regular Season
Sa;04.10.2025;19:45;HC Ajoie;EV Zug; 1:3; 0:1|1:1|0:1;;Ende;False;Raiffeisen Arena, 2900 Porrentruy JU;4157;MYSPORTS;20261105000078;NL;CH;Regular Season
Sa;04.10.2025;19:45;SC Bern;SCL Tigers; 2:1; 1:0|1:1|0:0;;Ende;False;PostFinance Arena, 3014 Bern BE;16131;MYSPORTS;20261105000079;NL;CH;Regular Season
Sa;04.10.2025;19:45;HC Davos;Fribourg-Gottéron; 4:2; 1:1|0:0|3:1;;Ende;False;zondacrypto-Arena, 7270 Davos-Platz GR;5727;MYSPORTS;20261105000081;NL;CH;Regular Season
Sa;04.10.2025;19:45;Lausanne HC;ZSC Lions; 1:3; 1:0|0:2|0:1;;Ende;False;Vaudoise Aréna, 1008 Lausanne VD;9600;MYSPORTS;20261105000083;NL;CH;Regular Season
Sa;04.10.2025;19:45;SC Rapperswil-Jona Lakers;HC Ambri-Piotta; 4:2; 2:0|1:0|1:2;;Ende;False;St.Galler Kantonalbank Arena, 8640 Rapperswil SG;5075;MYSPORTS;20261105000084;NL;CH;Regular Season
So;05.10.2025;14:00;EHC Biel-Bienne;Genève-Servette HC; 8:0; 1:0|3:0|4:0;;Ende;False;Tissot Arena, 2504 Biel/Bienne BE;6325;MYSPORTS;20261105000080;NL;CH;Regular Season
So;05.10.2025;14:00;HC Lugano;EHC Kloten; 5:4; 1:1|1:2|2:1|1:0;SO;Ende;False;Cornèr Arena, 6948 Porza Ti;5468;MYSPORTS;20261105000082;NL;CH;Regular Season
So;05.10.2025;15:45;HC Ambri-Piotta;HC Davos; 4:6; 1:2|2:1|1:3;;Ende;False;Gottardo Arena, 6775 Ambri TI;6605;MYSPORTS;20261105000071;NL;CH;Regular Season
Do;09.10.2025;20:00;Fribourg-Gottéron;EHC Kloten; 4:3; 0:0|1:0|2:3|1:0;SO;Ende;False;BCF Arena, 1700 Fribourg FR;9280;MYSPORTS,TV24,3PLUS;20261105000087;NL;CH;Regular Season
Fr;10.10.2025;19:45;HC Ambri-Piotta;HC Ajoie; 3:2; 1:1|2:0|0:1;;Ende;False;Gottardo Arena, 6775 Ambri TI;6546;MYSPORTS;20261105000085;NL;CH;Regular Season
Fr;10.10.2025;19:45;HC Lugano;SCL Tigers; 2:5; 1:1|1:1|0:3;;Ende;False;Cornèr Arena, 6948 Porza Ti;4811;MYSPORTS;20261105000088;NL;CH;Regular Season
Fr;10.10.2025;19:45;Lausanne HC;EHC Biel-Bienne; 3:4; 0:2|3:1|0:1;;Ende;False;Vaudoise Aréna, 1008 Lausanne VD;9505;MYSPORTS,TV24,LEMANBLEU,3PLUS,LATELE,TELEB;20261105000089;NL;CH;Regular Season
Fr;10.10.2025;19:45;SC Rapperswil-Jona Lakers;ZSC Lions; 3:2; 2:0|1:2|0:0;;Ende;False;St.Galler Kantonalbank Arena, 8640 Rapperswil SG;5962;MYSPORTS;20261105000090;NL;CH;Regular Season
Fr;10.10.2025;19:45;EV Zug;Genève-Servette HC; 1:4; 0:0|0:2|1:2;;Ende;False;OYM hall, 6303 Zug;7034;MYSPORTS;20261105000091;NL;CH;Regular Season
